Username,ID,SurveyDate,Level,Wins,Title,Effect,Pet,Death,GearEquipped,VIP
anis_ben1,969730244,2025/01/25,76,5714,n,,,Arctic Wolf,Comic Thwack,"Winsome Wizard Wand | Annoying Elf | Chicken Gun | Icicle Cannon | Super Slash Cat Claws | Dance Potion | Item of Sentiment | Bacon Frying Pan | Brighteyes's Sparkling Shillelagh | Otherworldly Sceptre | Epic Popper | Saxophone | Yellow Snowball | Stop Hitting Yourself | Shrunken Head | Cake | A Very Special Monster | Snowman Gun | Gravity Gun | Big Flower | Red Stratobloxxer | Green Balloon | RoVacuum | Whoopee Cushion | Poison Picnic | Protest Sign: Pro Fake Mustache | Pirate Hook | Monster Mash | Spell Book of Ice Cold Revenge | Bauble Detector | Pizza | Basketball | Protest Sign: Save the Noobs | Metal Detector | Didgeridoo | Torch | War Rocks | Snowball Launcher | Pest Hammer | Pumpkin Gun | Misfortune Cookie | Kittypult | Zombie Protest Sign | Inflatable Saxophone | Magical Umbrella | Protest Sign: Eggs are for eating | Pool Noodle | Giant Ninja Star | Teddy Bloxpin | Confetti Cannon | Ultra-Flat Spray Paint | Roblox Snowglobe | Bloxiade | Wooden Sword | Boomerang | Nunchucks | Green Epicsauce | Soul Lantern | Flute | Protest Sign: Noobs | Snowball | Fake C4 | Jingle Bells | Ra'k Guitar | Caltrops"
AninhaSan54,1222660922,2025/01/25,76,5713,n,Silly,,Arctic Wolf,Comic Thwack,"Chicken Gun | Otherworldly Sceptre | Robo Companion | Staff of the Woodlands | Korblox Mage Staff"
luisa_starlulu,880866242,2024/10/13,76,5712,n,,,Octavius the Octopus,Vanish,"Otherworldly Sceptre | Stop Hitting Yourself | Staff of the Woodlands"
Krizxt,2771744387,2024/06/22,76,5711,n,9th Seasoneer,Fireflies,Herbert T. Shark,The Claw,"Annoying Elf | Disguise Watch | Frying Pan | Alpaca Plushie | Shark Launcher | Bacon Frying Pan | Plunger Launcher | Otherworldly Sceptre | Megagavel | Exploding Heart | Epic Popper | Epicsauce | Staff of Neverending Frost | Big Flower | The Celebrator | Moonwalk Potion | Slush Cannon | Spray Paint | Didgeridoo | TOMATOES! | Pizza | Metal Detector | Jack Frost | Party Horn | Dragonshead Cannon | Rainbow Fireworks | Pinata Bat | Killer Whale Launcher | Item of Sentiment | Staff of the Woodlands | Teddy Bloxpin | Vine Staff | Metal Guitar | Speech Bubble | The Fiery Sun | Moneybag | Face Off Potion | Double Cheezburger | AFK Sign | Epiczza | Spell Book of Ice Cold Revenge"
forezi,111187078,2024/12/30,76,5711,y,,,,,"Baseball Bat | 4th of July Fireworks | Alpaca Plushie | Bandit Dog | Stop Hitting Yourself | Sea Sorcerer Staff | Director's Clapboard | Big Flower | Moonwalk Potion | Slurpee | Beach Staff | Police Badge | TOMATOES! | Monster Mash | Powerful Paintbrush | Squid Launcher | Chicken Gun | Beach Ball | Shark Launcher | Panda Friend | Noob Hot Chocolate | Bonk Bat | Pest Hammer | Paint Grenade | Science Project: Potato | Inflatable Saxophone | Silly Guitar | Protest Sign: Eggs are for eating | Science Project: Volcano | Red Balloon | The Fiery Sun | Selfie Stick | Nunchucks | Protest Sign: Noobs | Noob Pop | Personal Fighter Jets | Pom-Poms | Tiger Warrior Club | Neon Laser Launcher | Rainbow Fireworks"
Voyca24,347385528,2024/08/10,76,5710,n,Simpleton,Easter Aura,Arctic Wolf,Shark Attack,"Science Project: Potato | Staff of the Woodlands | Otherworldly Sceptre | Beach Staff | Science Project: Volcano | Stop Hitting Yourself | Touchdown Football"
naaffsss,1899648720,2024/09/30,76,5710,n,INSOMNIAC,,,Balloon,"Basketball | Neon Laser Launcher | Chicken Gun | Alpaca Plushie | Marching Drum | Carnagecopia | Bandit Dog | Otherworldly Sceptre | Epic Popper | Pest Hammer | Staff of the Woodlands | Stop Hitting Yourself | Shark Launcher | Killer Whale Launcher | Skele-tar | Silly Guitar | Ghost Potion | Saxophone | Metal Guitar | The Celebrator | Green Epicsauce | Science Project: Potato | Ticket Launcher | Halloween Sparkler | Didgeridoo"
SPlNNIN6,2251226566,2024/12/23,76,5710,y,Imbecile,,Jumbo Snail,Big Bunny,"TOMATOES! | Snowball Cannon | Staff of the Woodlands | Bauble Detector"
dcxjake,922516269,2024/09/01,76,5709,y,Legend,Purple sparkles,UFO,The Claw,"Carnagecopia | Otherworldly Sceptre | Stop Hitting Yourself | Megagavel | Science Project: Potato | Vine Staff | Mega Mallet"
cambe12,190904760,2024/10/26,76,5708,n,Ghostly,,Fluffy Unicorn,Spaghettificate,"Stop Hitting Yourself | Frost Potion | Moonwalk Potion | Halloween Sparkler | Disguise Watch | Staff of the Woodlands | Metal Guitar"
le_grincheux,863874328,2024/12/04,76,5708,y,Nametag,Vivid Stars,Little Monkey,Comic Thwack,"Powerful Paintbrush | Otherworldly Sceptre | Bighead Potion | Killer Whale Launcher | Shark Launcher | Selfie Stick | Personal Fighter Jets"
SilentDead4715,789510756,2025/01/19,76,5708,n,,,,Skeletonize,"Fake C4 | Annoying Elf | Disguise Watch | Apple Pie | Carnagecopia | Chameleon Potion | Electric Blue | Jack Frost | Bloxxy Radar | Dragonshead Cannon | Hot Chocolate | Roman Candle | Red Balloon | Staff of the Woodlands | Metal Guitar | R-80 | Chicken Gun | Soul Lantern | Otherworldly Sceptre | Pumpkin Gun | Tiger Warrior Club | Blueberry Pie"
GretaLaMeme,409261565,2024/11/01,76,5708,y,,Doodle Hearts,,Shatter,"Disguise Watch | Bugle | Pest Hammer | Staff of the Woodlands | Laser Finger Pointers"
forgotmyline,512266742,2025/01/02,76,5707,n,VANQUISHER,,Lil Obsy,The Claw,"Otherworldly Sceptre | Megagavel | Crab Horde | Lightblox Jar | Starfish"
Marcella262006,303772765,2024/12/16,76,5706,y,eyesnlips,Prismatic Prism,Rainbow Phoenix,Comic Thwack,"Dragonshead Cannon | Fake C4 | Eggstaff | Frosted Santa | Didgeridoo | Egg Locater | Item of Sentiment | Santa | The Christmas Creep | The Celebrator | Snowball Cannon | Bauble Detector | Green Epicsauce | Red Stratobloxxer | R-80 | Chameleon Potion | Metal Detector | Stop Hitting Yourself | Egg Hammer | Exploding Heart | Monster Mash | Shark Launcher | Pest Hammer | Snowball | Staff of the Woodlands"
fyeevalidd,661668878,2024/11/18,76,5706,y,Epic,Prismatic Prism,,Disco,""
sadgrlcentury,346386326,2025/01/14,76,5706,y,,,,Bird of Prey,"Super Slash Cat Claws | Bacon Frying Pan | Megagavel | The Christmas Creep"
d0y0pUrIN,2703457659,2024/12/05,76,5704,y,Snowman Title,Flurry Tree,Little Kangaroo,Terminate,"Winsome Wizard Wand | Laser Finger Pointers | Neon Laser Launcher | Spider Flinger | Christmas Tree Lights | Shark Launcher | Carnagecopia | Bacon Frying Pan | Bandit Dog | Ink Launcher | Bighead Potion | Epic Popper | Saxophone | Stop Hitting Yourself | Breath of Ice | Starfish | Ham Bone | Tambourine | Crab Horde | Chick Horde | Big Flower | Christmas Tree Launcher | Staff of Sparks | Ghost Bag | Slush Cannon | Jack Frost | Basketball | Annoying Elf | Foam Finger | Bloxilicious Bubble Gum | Throwing Barrel | Caltrops | Super Slash Cat Claws | TOMATOES! | Marching Drum | The Celebrator | Tennis Racket | Ghost Potion | Frost Potion | Staff of the Woodlands | Hypnocannon | Dragonshead Cannon | Sparkler | Magical Umbrella | Kittypult | Pest Hammer | Slushie | Pumpkin Gun | Science Project: Potato | Cymbals | Red Balloon | Earth Horn | Fortune Telling Eight Ball | Silly Guitar | Cherry Pie | Pool Noodle | Teddy Bloxpin | Confetti Cannon | Flower Crossbow | Metal Guitar | Rolling Pin | Selfie Stick | Nunchucks | War Rocks | Soul Lantern | Frosted Santa | Flower Feet | Epicsauce | Pom-Poms | Tiger Warrior Club | Rainbow Fireworks"
putridsocks25,46827244,2025/02/02,76,5704,n,,,Jumbo Snail,Flatten,"Crab Horde | Korblox Deathspeaker's Spell Book | Giant Ninja Star | Beehive | Super Slash Cat Claws"
zo_sl,335045053,2024/12/07,76,5702,n,.,Halo,,Pop,"Megagavel | Chimp Friend | Soul Lantern | Big Flower"
EidechsenKelch44,1155779236,2024/10/25,76,5702,n,1st Seasoneer,Summer Vibe,Evil Duck,Abduct,"Beach Gun | Slush Cannon"
westhollywood275281,2505590859,2024/09/16,76,5701,n,Artist,Conscience,,Gravestone,"Basketball | Bighead Potion | Bugle | Protest Sign: Save the Noobs | Piggybank | Big Flower | Teddy Bloxpin | Selfie Stick | Mega Mallet | Spinning Robot Helmet"
RDelb,143136047,2024/11/19,76,5701,y,,Shadow Feet,Little Monkey,,"Carnagecopia | Ice Staff | Big Flower | Zombie Protest Sign | Foam Finger | Pirate Hook | Staff of the Woodlands | Giant Ninja Star | Selfie Stick | Mega Mallet | War Rocks"
jasminee179,899209620,2024/09/04,76,5701,n,Missionary,,Turtle,Comic Thwack,"Stop Hitting Yourself | Basketball | Misfortune Cookie | Snowball | Bloxxy Radar | Waffle | Big Stick | Inflatable Saxophone | Whoopee Cushion | Frost Potion | TOMATOES! | Moonwalk Potion | Korblox Deathspeaker's Spell Book | Protest Sign: Noobs | Metal Guitar | Rolling Pin | Bugle | Egg Locater | Ultra-Flat Spray Paint | Chimp Friend | Face Off Potion | Chameleon Potion | Bunch of Balloons | Flute | Sparkler | Metal Detector | Dragonshead Cannon | Pest Hammer | Tiger Warrior Club | Saxophone | Staff of the Woodlands"
Juxste_Vibezz,1985566699,2024/06/16,76,5700,n,INSOMNIAC,,,Mined,"Dragonshead Cannon | Police Badge | Otherworldly Sceptre | Skele-tar | Spell Book of Ice Cold Revenge | Starfish | Shark Launcher | Alpaca Plushie | Monster Mash | Red Balloon | Metal Guitar | Shade Potion | Ink Launcher | Ticket Launcher | Exploding Heart | AFK Sign | TOMATOES! | Didgeridoo | Stop Hitting Yourself | Paint Grenade"
kenny2006agm,688874102,2024/12/15,75,5699,n,.,Cars,Christmas Car,Pedestrian,"NoobTube | Bauble Detector | Noob Hot Chocolate | Snowball | Megagavel | Snowball Cannon | Helen The Hiphipapotamus"
thddmsthf,722399087,2024/11/28,75,5699,y,Nametag,North Star,Gingerbread Pal,Drop Stars,"Noob Pop | Dance Potion | Otherworldly Sceptre | Chick Horde | Science Project: Potato"
auroralinda_s2,4725799001,2024/09/24,75,5698,n,Lionhearted,Fire Whirl,Little Monkey,Drop Robux,"Speech Bubble | Mega Mallet | Stop Hitting Yourself | Jack Frost | Snowman Gun"
bxbblexniqhts,557028883,2024/08/02,75,5697,n,Angelic,Hearts,Lobster,Skeletonize,"Stop Hitting Yourself | Clown Bomb | Cherry Pie | Teddy Bloxpin | Dragon Plushie | Red Pirate Juice | Otherworldly Sceptre | Moneybag | Chameleon Potion | Dragonshead Cannon | Metal Guitar | Exploding Heart | Epiczza | Pest Hammer | Staff of the Woodlands"
CodedScars,2448987116,2024/12/22,75,5697,n,Claus,,,Ascend,"Super Slash Cat Claws | The Midas Glove | Sonic Boom Tuba | Bauble Detector | Bauble Staff | Pink Coconut Drink | Stitch Bunny | Snowball Cannon | Helen The Hiphipapotamus | Spell Book of Ice Cold Revenge"
why_me420,541629085,2025/02/18,75,5696,n,Cupid,Red Divergent,Flying Angel,Shatter,"Megagavel | Saxophone | Blueberry Pie | Pest Hammer | Monster Mash | Hot Chocolate | Double Cheezburger | Snowman Gun"
psychic14253,3141380647,2024/10/17,75,5696,n,Princess,Autumn Ritual,Airborne Bear,Lightning,"Basketball | Fake C4 | Neon Laser Launcher | Panda Friend | Throwing Barrel | EPIC Stamper | Marching Drum | Carnagecopia | Lightning Wand | Egg Locater | Otherworldly Sceptre | Metal Detector | Ghost Potion | Magical Umbrella | Epic Popper | Pest Hammer | Paint Grenade | Stop Hitting Yourself | Pinata Bat | Silly Guitar | Ham Bone | 8-Bit Staff | Big Flower | The Fiery Sun | Rolling Pin | Confetti Cannon | Police Badge | Ancient Firecracker | R-80 | Soul Lantern | Ticket Launcher | Shuriken | Clown Gun | Epiczza | Necromancer Staff | Dragonshead Cannon | Metal Guitar | Director's Clapboard"
Glvby,162457332,2024/12/15,75,5696,y,.,Feeling Down,,Baublify,"Item of Sentiment | Carnagecopia | Bag O Christmas Tree Seeds | Bauble Detector | Otherworldly Sceptre | Snowball Cannon | Clown Gun | Annoying Elf | Metal Guitar"
drew_0160,173743377,2024/08/31,75,5696,y,,,Ollie Octopus,Ghost,"Chicken Gun | Squid Launcher | Staff of the Woodlands | Stop Hitting Yourself | Science Project: Potato"
JuJuandSophiaa,2273734236,2024/12/27,75,5695,y,.,!!!!!!!,Red Dragon,The Claw,"Annoying Elf | Christmas Cookie | Bauble Detector | Chimp Friend | Clown Bomb | Lightblox Jar | Anubis Staff | Pumpkin Gun | Stop Hitting Yourself | Frosty the Snowfriend | Snowball | Hot Chocolate | Killer Whale Launcher | Sea Sorcerer Staff | The Christmas Creep | Roblox Snowglobe | Staff of Double Disasters | Menacing Mage Energy Ball | Winter Snowfall | Mega Mallet | Personal Fighter Jets"
sassafras787,260024061,2024/06/16,75,5695,n,Benevolent,Aurora Sphere,Star Buddy,Lovely Explosion,"Science Project: Potato | Annoying Elf | Piggybank | Ham Bone | TOMATOES! | Skeleton Foam Finger | Science Project: Volcano | Alpaca Plushie | The Celebrator | The Fiery Sun | Egg Locater | Shark Launcher | Shade Potion | Ink Launcher | Stop Hitting Yourself | Jack Frost | Slush Cannon | Torch | Christmas Tree Launcher | Noob Hot Chocolate | Dragonshead Cannon | Plunger Launcher | Pumpkin Gun"
Deadrose39,951513669,2025/01/19,75,5692,n,Claus,North Star,Snow Fiend,Top of Tree,"Snowball Cannon | Ink Launcher | Snowman Gun | Stop Hitting Yourself | The Celebrator | Clown Gun | Winter Snowfall | Earth's Might Staff | Pumpkin Gun | Spell Book of Ice Cold Revenge"
nhihihi_0,5026696959,2025/01/05,75,5692,n,.,,Ladybird,Drop Stars,"Bauble Detector | Teddy Bloxpin | Big Flower | Wooden Sword | Rainbow Fireworks"
EXPGRINDER_OKAY,2656635562,2024/12/22,75,5692,n,,North Star,Evil Snowman,Ascend,"Stop Hitting Yourself | Frosted Santa | Basketball | Pinata Bat | Cymbals | Laser Finger Pointers | Spider Flinger | Boxing Glove Launcher | Beach Staff | Game Studio Executive Briefcase | Egg Locater | The Midas Glove | Chick Horde | Big Flower | The Celebrator | Snowball Cannon | Bauble Detector | Ultra-Flat Spray Paint | Otherworldly Sceptre | R-80 | Metal Detector | Soul Lantern | Megagavel | Egg Hammer | Magical Umbrella | Green Epicsauce | Necromancer Staff | Pest Hammer | Saxophone | Pumpkin Gun"
Xlyntar,36592311,2024/09/18,75,5688,n,uhhactually,Conscience,Bunny Egg,Ascend,"Dragonshead Cannon | Egg Locater | Basketball | Moneybag | Eggstaff | Killer Whale Launcher | Sign: This Is Epic | BANG! | Foam Finger | Chimp Friend | Marching Drum | Crab Horde | Spider Flinger | Pumpkin Gun"
vxbez01,190094831,2024/11/14,75,5688,n,,,,Spaghettificate,"Stop Hitting Yourself | Clown Gun | Staff of the Woodlands"
mvvka,697335174,2024/11/26,75,5685,y,,Dark Sprite,,,"Frying Pan | Pest Hammer"
sdadjfsdsa,4892168246,2024/12/05,75,5684,n,Dangerous,Conscience,,Water Drop,""
kelioxhv,2332268309,2024/08/31,75,5684,n,Lovely,Love Aura,Scorch the Ever Faithful,Lovely Explosion,"Stop Hitting Yourself | Selfie Stick | Pest Hammer"
vvhoiscas,684384996,2024/12/26,75,5683,y,Sleepy,Shine,Cole,Disconnect,"Balloon Sword | Decoy Deploy | Megagavel | Skull Gun | Seranok's Golden Chalice of Fame | Snowball Cannon | Skelefriend | Bag O' Noobs | Lollipop Cat"
cleuhiugi11,1325722441,2024/09/23,75,5681,n,Auspicious,Floating Flower,,Shark Attack,""
DelightedAngels,572885175,2024/04/06,75,5681,n,,,,Disappear,"Laser Finger Pointers | Snowball | Panda Friend | Disguise Watch | Alpaca Plushie | Item of Sentiment | The Christmas Creep | Monster Friend | Eggshot | Egg Locater | Megagavel | Flower Feet | Exploding Heart | Chocolate Milk | Saxophone | Stop Hitting Yourself | A Very Special Monster | Halloween Sparkler | Tambourine | Santa | Big Flower | Tennis Racket | Red Stratobloxxer | Moonwalk Potion | Bunch of Balloons | Clown Gun | Slurpee | Spray Paint | Cursed Mummy Friend | Lightblox Jar | RedBLOX | Basketball | Fake C4 | Chocolate Bunny | Ice Cream | Skeleton Foam Finger | Chameleon Potion | Metal Detector | Epicsauce | Sparkler | Magical Umbrella | Bacon Frying Pan | Chick Horde | Pest Hammer | Party Horn | Staff of the Woodlands | Hot Chocolate | Fortune Telling Eight Ball | Cymbals | Bloxilicious Bubble Gum | Double Cheezburger | Killer Whale Launcher | Protest Sign: Eggs are for eating | Big Stick | Silly Guitar | Cherry Pie | Ticket Launcher | Frosty the Snowfriend | Teddy Bloxpin | Metal Guitar | Flower Crossbow | Roblox Snowglobe | Rolling Pin | Winter Snowfall | Green Epicsauce | Ultra-Flat Spray Paint | Ancient Firecracker | R-80 | Confetti Cannon | Soul Lantern | Flute | Protest Sign: Noobs | Monster Mash | Magic Dragon | Jingle Bells | Earth Horn | Foam Finger | Egg Hammer"
pandinhakawaii22,337780975,2024/09/29,75,5681,n,,,,,"Lucky Harp | Fake C4 | Snowball | Moneybag | Chicken Gun | Silly Guitar | Dragonshead Cannon | Item of Sentiment | Stop Hitting Yourself | Metal Guitar"
iivsty,92258015,2024/10/13,75,5680,y,,Fairy Wings,Little Penguin,Lightning,"Dragonshead Cannon | Cake | Snowman Gun | Ham Bone | Big Flower | Ink Launcher | Stop Hitting Yourself | Protest Sign: Noobs | Bonk Bat | Staff of the Woodlands"
uzsieniete,5562012895,2024/12/22,75,5680,y,Imbecile,,,,"Bauble Detector | Megagavel | Snowball Cannon"
doIIcia,415147250,2025/02/18,75,5680,n,,,Pink Possum,Lovely Explosion,"Slushie | Rainbow Fireworks | Panda Friend | PE Whistle | Frosted Santa | Icicle Cannon | Kunai | Tiger Warrior Club | Pom-Poms | Banana Peel | Shark Launcher | Carnagecopia | The Christmas Creep | Flower Feet | Roman Candle | Egg Locater | Protest Sign: Noobs | Protest: More Gear Nao | Ticket Launcher | Item of Sentiment | Snowman Gun | Megagavel | Exploding Heart | Epic Popper | Latke | Chocolate Milk | Yellow Snowball | Stop Hitting Yourself | Shrunken Head | Cake | Selfie Stick | Protest Sign: Egg Hunt Nao | Bacon Frying Pan | Clown Bomb | Director's Clapboard | Ham Bone | Atmoblaster 777 | Tambourine | Bundle of TNT | Rolling Pin | Chick Horde | Cupcake Launcher | Tennis Racket | Bandit Dog | Hand Cannon | Starfish | Green Balloon | Ghost Bag | Bunch of Balloons | Giant Ninja Star | RoVacuum | Pool Noodle | Heart Balloon | Spray Paint | Cursed Mummy Friend | Didgeridoo | Protest Sign: Eggs are for eating | Green Epicsauce | Basketball | Pirate Hook | Sonic Boom Tuba | Foam Finger | Poison Picnic | Skele-tar | Chocolate Bunny | Double Cheezburger | Ice Cream | TOMATOES! | Marching Drum | 8-Bit Ninja Stars | Goblet | Squid Launcher | Fire Extinguisher | Snowball Cannon | Bauble Detector | Berry Sweet Boba | Hypnocannon | Magical Umbrella | Metal Detector | Mega Mallet | Banjo | Protest Sign: Save the Noobs | Hot Chocolate | Pest Hammer | Pumpkin Gun | Electric Blue | Bug Net | Cymbals | Helen The Hiphipapotamus | Earth Horn | Inflatable Saxophone | Big Stick | Cherry Pie | Love Hurts Ray Gun | Frosty the Snowfriend | Teddy Bloxpin | Retro Candy | Flower Crossbow | Big Flower | Red Balloon | Hedgehog Friend | Wooden Sword | Confetti Cannon | Nunchucks | R-80 | Ancient Firecracker | Soul Lantern | Flute | Disguise Watch | Eggshot | BANG! | Ra'k Guitar | Caltrops"
woIfguts,131224074,2024/09/01,75,5680,n,shrugface,Funny Bone,Redrune Raider,Gravestone,"Dragonshead Cannon | Panda Friend | Director's Clapboard | Robo Companion | TOMATOES! | The Fiery Sun | Flute | Sparkler | Magic Dragon | Dragon Plushie"
TheCodedGalaxy,633674360,2024/11/15,75,5677,y,Frosty,Gingerbread Men,Halrog,Curse,"TOMATOES! | Pest Hammer | Dragonshead Cannon | Halloween Sparkler | Staff of the Woodlands | Flowersplosian | Game Studio Executive Briefcase | Moneybag"
LittIeMissNoir,129642046,2025/01/26,75,5677,y,Nametag,,,Ragdoll,""
R0naldgamer88,650201941,2024/12/23,75,5675,y,Claus,,Little Penguin,The Claw,"The Midas Glove | Otherworldly Sceptre | Snowball Cannon | Bauble Detector | Snowman Gun"
Ystella224,128533536,2024/07/14,75,5675,n,,,Star Buddy,,"April Showers | Disguise Watch | Throwing Barrel | Monster Mash | Bandit Dog | Otherworldly Sceptre | Chameleon Potion | Flower Feet | Pest Hammer | Staff of the Woodlands | Epicsauce | Fortune Telling Eight Ball | Inflatable Saxophone | Teddy Bloxpin | Big Flower | Winter Snowfall | Paint Grenade | Drone | Chocolate Milk | Selfie Stick | Stop Hitting Yourself | Flute | Item of Sentiment | Waffle | Pom-Poms"
Officialyoghurtman,1211828679,2024/11/24,75,5671,n,INSOMNIAC,Sandstorm,Civil War Artillery,Skeletonize,"Shark Launcher | Carnagecopia | Tennis Racket | Neon Laser Launcher | War Rocks | Pirate Juice | Pumpkin Gun | Protest Sign: Noobs | Bug Net | Game Studio Executive Briefcase | Moneybag | Ticket Launcher | Starfish | Pom-Poms"
